hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,302,2016,September,38,16,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12,NULL,70,Transient,100,0,0,Canceled,28/01/2016
City Hotel,1,302,2016,September,38,16,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12,NULL,70,Transient,100,0,0,Canceled,28/01/2016
City Hotel,1,302,2016,September,38,16,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12,NULL,70,Transient,100,0,0,Canceled,28/01/2016
City Hotel,1,302,2016,September,38,16,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12,NULL,70,Transient,100,0,0,Canceled,28/01/2016
City Hotel,1,302,2016,September,38,16,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12,NULL,70,Transient,100,0,0,Canceled,28/01/2016
City Hotel,1,160,2016,April,18,27,2,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,147,NULL,71,Transient,90,0,0,Canceled,29/01/2016
City Hotel,1,160,2016,April,18,27,2,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,147,NULL,71,Transient,90,0,0,Canceled,29/01/2016
City Hotel,1,160,2016,April,18,27,2,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,147,NULL,71,Transient,90,0,0,Canceled,29/01/2016
City Hotel,1,160,2016,April,18,27,2,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,147,NULL,71,Transient,90,0,0,Canceled,29/01/2016
City Hotel,1,160,2016,April,18,27,2,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,147,NULL,71,Transient,90,0,0,Canceled,29/01/2016
City Hotel,1,160,2016,April,18,27,2,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,147,NULL,71,Transient,90,0,0,Canceled,29/01/2016
City Hotel,1,160,2016,April,18,27,2,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,147,NULL,71,Transient,90,0,0,Canceled,29/01/2016
City Hotel,1,286,2016,May,21,17,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,75,Transient,65,0,0,Canceled,19/10/2015
City Hotel,1,286,2016,May,21,17,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,75,Transient,65,0,0,Canceled,19/10/2015
City Hotel,1,286,2016,May,21,17,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,75,Transient,65,0,0,Canceled,19/10/2015
City Hotel,1,286,2016,May,21,17,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,75,Transient,65,0,0,Canceled,19/10/2015
City Hotel,1,286,2016,May,21,17,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,75,Transient,65,0,0,Canceled,19/10/2015
City Hotel,1,286,2016,May,21,17,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,75,Transient,65,0,0,Canceled,19/10/2015
City Hotel,1,286,2016,May,21,17,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,75,Transient,65,0,0,Canceled,19/10/2015
City Hotel,1,286,2016,May,21,17,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,75,Transient,65,0,0,Canceled,19/10/2015
City Hotel,1,286,2016,May,21,17,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,75,Transient,65,0,0,Canceled,19/10/2015
City Hotel,1,286,2016,May,21,17,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,75,Transient,65,0,0,Canceled,19/10/2015
City Hotel,1,286,2016,May,21,17,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,75,Transient,65,0,0,Canceled,19/10/2015
City Hotel,1,286,2016,May,21,17,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,75,Transient,65,0,0,Canceled,19/10/2015
City Hotel,1,286,2016,May,21,17,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,75,Transient,65,0,0,Canceled,19/10/2015
City Hotel,1,286,2016,May,21,17,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,75,Transient,65,0,0,Canceled,19/10/2015
City Hotel,1,286,2016,May,21,17,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,75,Transient,65,0,0,Canceled,19/10/2015
City Hotel,1,286,2016,May,21,17,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,75,Transient,65,0,0,Canceled,19/10/2015
City Hotel,1,286,2016,May,21,17,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,75,Transient,65,0,0,Canceled,19/10/2015
City Hotel,1,286,2016,May,21,17,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,75,Transient,65,0,0,Canceled,19/10/2015
City Hotel,1,286,2016,May,21,17,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,75,Transient,65,0,0,Canceled,19/10/2015
City Hotel,1,286,2016,May,21,17,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,75,Transient,65,0,0,Canceled,19/10/2015
City Hotel,1,92,2016,December,53,28,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,76,Transient,76.67,0,0,Canceled,12/12/2016
City Hotel,1,168,2016,April,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,77,Transient,85,0,0,Canceled,22/01/2016
City Hotel,1,168,2016,April,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,77,Transient,85,0,0,Canceled,22/01/2016
City Hotel,1,168,2016,April,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,77,Transient,85,0,0,Canceled,22/01/2016
City Hotel,1,168,2016,April,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,77,Transient,85,0,0,Canceled,22/01/2016
City Hotel,1,168,2016,April,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,77,Transient,85,0,0,Canceled,22/01/2016
City Hotel,1,168,2016,April,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,77,Transient,85,0,0,Canceled,22/01/2016
City Hotel,1,85,2016,January,4,22,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29,NULL,0,Transient,85,0,0,Canceled,02/12/2015
City Hotel,1,85,2016,January,4,22,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29,NULL,0,Transient,85,0,0,Canceled,02/12/2015
City Hotel,1,85,2016,January,4,22,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29,NULL,0,Transient,85,0,0,Canceled,02/12/2015
City Hotel,1,85,2016,January,4,22,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29,NULL,0,Transient,85,0,0,Canceled,02/12/2015
City Hotel,1,85,2016,January,4,22,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29,NULL,0,Transient,85,0,0,Canceled,02/12/2015
City Hotel,1,85,2016,January,4,22,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29,NULL,0,Transient,75,0,0,Canceled,02/12/2015
City Hotel,1,85,2016,January,4,22,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29,NULL,0,Transient,75,0,0,Canceled,02/12/2015
City Hotel,1,85,2016,January,4,22,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29,NULL,0,Transient,75,0,0,Canceled,02/12/2015
City Hotel,1,85,2016,January,4,22,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29,NULL,0,Transient,75,0,0,Canceled,02/12/2015
City Hotel,1,85,2016,January,4,22,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29,NULL,0,Transient,75,0,0,Canceled,02/12/2015
City Hotel,1,85,2016,January,4,22,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29,NULL,0,Transient,75,0,0,Canceled,02/12/2015
City Hotel,1,85,2016,January,4,22,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29,NULL,0,Transient,75,0,0,Canceled,02/12/2015
City Hotel,1,85,2016,January,4,22,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29,NULL,0,Transient,75,0,0,Canceled,02/12/2015
City Hotel,1,168,2016,April,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,77,Transient,85,0,0,Canceled,22/01/2016
City Hotel,1,168,2016,April,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,77,Transient,85,0,0,Canceled,22/01/2016
City Hotel,1,168,2016,April,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,77,Transient,85,0,0,Canceled,22/01/2016
City Hotel,1,168,2016,April,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,77,Transient,85,0,0,Canceled,22/01/2016
City Hotel,1,168,2016,April,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,77,Transient,85,0,0,Canceled,22/01/2016
City Hotel,1,168,2016,April,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,77,Transient,85,0,0,Canceled,22/01/2016
City Hotel,1,168,2016,April,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,77,Transient,85,0,0,Canceled,22/01/2016
City Hotel,1,168,2016,April,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,77,Transient,85,0,0,Canceled,22/01/2016
City Hotel,1,168,2016,April,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,77,Transient,85,0,0,Canceled,22/01/2016
City Hotel,1,168,2016,April,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,77,Transient,85,0,0,Canceled,22/01/2016
City Hotel,1,168,2016,April,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,77,Transient,85,0,0,Canceled,22/01/2016
City Hotel,1,168,2016,April,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,77,Transient,85,0,0,Canceled,22/01/2016
City Hotel,1,168,2016,April,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,77,Transient,85,0,0,Canceled,22/01/2016
City Hotel,1,168,2016,April,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,77,Transient,85,0,0,Canceled,22/01/2016
City Hotel,1,168,2016,April,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,77,Transient,85,0,0,Canceled,22/01/2016
City Hotel,1,168,2016,April,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,77,Transient,85,0,0,Canceled,22/01/2016
City Hotel,1,168,2016,April,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,77,Transient,85,0,0,Canceled,22/01/2016
City Hotel,1,168,2016,April,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,77,Transient,85,0,0,Canceled,22/01/2016
City Hotel,1,168,2016,April,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,77,Transient,85,0,0,Canceled,22/01/2016
City Hotel,1,239,2016,June,25,15,0,2,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,80,Transient,90.6,0,0,Canceled,08/01/2016
City Hotel,1,239,2016,June,25,15,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,80,Transient,112.2,0,0,Canceled,08/01/2016
City Hotel,1,239,2016,June,25,15,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,80,Transient,112.2,0,0,Canceled,08/01/2016
City Hotel,1,239,2016,June,25,15,0,2,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,80,Transient,90.6,0,0,Canceled,08/01/2016
City Hotel,1,239,2016,June,25,15,0,2,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,80,Transient,90.6,0,0,Canceled,08/01/2016
City Hotel,1,239,2016,June,25,15,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,80,Transient,112.2,0,0,Canceled,08/01/2016
City Hotel,1,239,2016,June,25,15,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,80,Transient,112.2,0,0,Canceled,08/01/2016
City Hotel,1,239,2016,June,25,15,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,80,Transient,112.2,0,0,Canceled,08/01/2016
City Hotel,1,239,2016,June,25,15,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,80,Transient,112.2,0,0,Canceled,08/01/2016
City Hotel,1,239,2016,June,25,15,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,80,Transient,112.2,0,0,Canceled,08/01/2016
City Hotel,1,239,2016,June,25,15,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,80,Transient,112.2,0,0,Canceled,08/01/2016
City Hotel,1,239,2016,June,25,15,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,80,Transient,112.2,0,0,Canceled,08/01/2016
City Hotel,1,239,2016,June,25,15,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,80,Transient,112.2,0,0,Canceled,08/01/2016
City Hotel,1,53,2016,January,3,15,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,7,NULL,0,Transient,67.22,0,1,Canceled,04/12/2015
City Hotel,1,313,2016,August,34,18,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Contract,95.4,0,0,Canceled,05/12/2015
City Hotel,1,313,2016,August,34,18,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Contract,95.4,0,0,Canceled,05/12/2015
City Hotel,1,313,2016,August,34,18,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Contract,95.4,0,0,Canceled,05/12/2015
City Hotel,1,313,2016,August,34,18,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Contract,95.4,0,0,Canceled,05/12/2015
City Hotel,1,85,2016,January,3,12,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,7,NULL,0,Transient,65.45,0,0,Canceled,07/12/2015
City Hotel,1,273,2016,July,28,4,3,6,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,9,NULL,0,Contract,104.4,0,0,Canceled,07/12/2015
City Hotel,1,239,2016,June,25,15,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,80,Transient,112.2,0,0,Canceled,08/01/2016
City Hotel,1,18,2016,September,40,27,0,1,1,0,0,BB,FRA,Corporate,Corporate,1,1,5,A,A,0,No Deposit,NULL,91,0,Transient,95,0,0,Canceled,14/09/2016
City Hotel,1,112,2016,March,10,3,0,3,2,0,0,SC,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Contract,84.3,0,2,Canceled,11/12/2015
City Hotel,1,218,2016,June,24,9,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,133,NULL,0,Transient,135,0,0,Canceled,14/12/2015
City Hotel,1,218,2016,June,24,9,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,133,NULL,0,Transient,135,0,0,Canceled,14/12/2015
City Hotel,1,218,2016,June,24,9,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,133,NULL,0,Transient,135,0,0,Canceled,14/12/2015
City Hotel,1,218,2016,June,24,9,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,133,NULL,0,Transient,135,0,0,Canceled,14/12/2015
City Hotel,1,218,2016,June,24,9,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,133,NULL,0,Transient,135,0,0,Canceled,14/12/2015
City Hotel,1,218,2016,June,24,9,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,133,NULL,0,Transient,135,0,0,Canceled,14/12/2015
City Hotel,1,218,2016,June,24,9,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,133,NULL,0,Transient,135,0,0,Canceled,14/12/2015
City Hotel,1,218,2016,June,24,9,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,133,NULL,0,Transient,135,0,0,Canceled,14/12/2015
City Hotel,1,218,2016,June,24,9,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,133,NULL,0,Transient,135,0,0,Canceled,14/12/2015
City Hotel,1,218,2016,June,24,9,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,133,NULL,0,Transient,135,0,0,Canceled,14/12/2015
City Hotel,1,218,2016,June,24,9,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,133,NULL,0,Transient,135,0,0,Canceled,14/12/2015
City Hotel,1,218,2016,June,24,9,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,133,NULL,0,Transient,135,0,0,Canceled,14/12/2015
City Hotel,1,218,2016,June,24,9,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,133,NULL,0,Transient,135,0,0,Canceled,14/12/2015
City Hotel,1,218,2016,June,24,9,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,133,NULL,0,Transient,135,0,0,Canceled,14/12/2015
City Hotel,1,218,2016,June,24,9,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,133,NULL,0,Transient,135,0,0,Canceled,14/12/2015
City Hotel,1,218,2016,June,24,9,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,133,NULL,0,Transient,135,0,0,Canceled,14/12/2015
City Hotel,1,218,2016,June,24,9,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,133,NULL,0,Transient,135,0,0,Canceled,14/12/2015
City Hotel,1,239,2016,June,25,15,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,80,Transient,112.2,0,0,Canceled,08/01/2016
City Hotel,1,239,2016,June,25,15,0,2,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,80,Transient,90.6,0,0,Canceled,08/01/2016
City Hotel,1,145,2016,January,2,3,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,85,Transient,65,0,0,Canceled,04/11/2015
City Hotel,1,145,2016,January,2,3,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,85,Transient,65,0,0,Canceled,04/11/2015
City Hotel,1,145,2016,January,2,3,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,85,Transient,65,0,0,Canceled,04/11/2015
City Hotel,1,145,2016,January,2,3,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,85,Transient,65,0,0,Canceled,04/11/2015
City Hotel,1,145,2016,January,2,3,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,85,Transient,65,0,0,Canceled,04/11/2015
City Hotel,1,145,2016,January,2,3,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,85,Transient,65,0,0,Canceled,04/11/2015
City Hotel,1,145,2016,January,2,3,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,85,Transient,65,0,0,Canceled,04/11/2015
City Hotel,1,145,2016,January,2,3,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,85,Transient,65,0,0,Canceled,04/11/2015
City Hotel,1,145,2016,January,2,3,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,85,Transient,65,0,0,Canceled,04/11/2015
City Hotel,1,145,2016,January,2,3,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,85,Transient,65,0,0,Canceled,04/11/2015
City Hotel,1,145,2016,January,2,3,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,85,Transient,65,0,0,Canceled,04/11/2015
City Hotel,1,145,2016,January,2,3,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,85,Transient,65,0,0,Canceled,04/11/2015
City Hotel,1,145,2016,January,2,3,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,85,Transient,65,0,0,Canceled,04/11/2015
City Hotel,1,145,2016,January,2,3,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,85,Transient,65,0,0,Canceled,04/11/2015
City Hotel,1,145,2016,January,2,3,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,85,Transient,65,0,0,Canceled,04/11/2015
City Hotel,1,150,2016,January,1,2,2,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21,NULL,91,Transient,101,0,0,Canceled,04/11/2015
City Hotel,1,150,2016,January,1,2,2,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21,NULL,91,Transient,101,0,0,Canceled,04/11/2015
City Hotel,1,150,2016,January,1,2,2,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21,NULL,91,Transient,101,0,0,Canceled,04/11/2015
City Hotel,1,150,2016,January,1,2,2,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21,NULL,91,Transient,101,0,0,Canceled,04/11/2015
City Hotel,1,150,2016,January,1,2,2,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21,NULL,91,Transient,101,0,0,Canceled,04/11/2015
City Hotel,1,150,2016,January,1,2,2,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21,NULL,91,Transient,101,0,0,Canceled,04/11/2015
City Hotel,1,150,2016,January,1,2,2,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21,NULL,91,Transient,101,0,0,Canceled,04/11/2015
City Hotel,1,150,2016,January,1,2,2,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21,NULL,91,Transient,101,0,0,Canceled,04/11/2015
City Hotel,1,150,2016,January,1,2,2,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21,NULL,91,Transient,101,0,0,Canceled,04/11/2015
City Hotel,1,150,2016,January,1,2,2,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21,NULL,91,Transient,101,0,0,Canceled,04/11/2015
City Hotel,1,222,2016,July,28,6,1,4,2,0,0,SC,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Contract,90.95,0,1,Canceled,14/12/2015
City Hotel,1,222,2016,July,28,6,1,4,2,0,0,SC,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Contract,90.95,0,1,Canceled,14/12/2015
City Hotel,1,222,2016,July,28,6,1,4,2,0,0,SC,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Contract,90.95,0,1,Canceled,14/12/2015
